model_id,equation,regressor,estimate,std_error,t_value,p_value
VAR-p2,TTF_ret,Power_ret.l2,-0.29781968256361235,0.31982409045132254,-0.9311984039205474,0.3535899964098186
VAR-p2,TTF_ret,CPI_yoy_change.l2,3.0302464072864375,4.610959259783718,0.6571835135729597,0.5123008223581568
VAR-p2,TTF_ret,IP_growth.l2,0.051742911285259305,0.6282385044740573,0.08236189109194596,0.9344939159556945
VAR-p2,TTF_ret,Bund2Y_change.l2,-14.041373745674148,9.165113388535751,-1.5320458297043988,0.1281001677481142
VAR-p2,TTF_ret,CISS_change.l2,-0.07673874707195506,0.22565157053051105,-0.3400762817273589,0.7343838996344983
VAR-p2,TTF_ret,GreenEquity_relative.l2,-0.7806786326070404,0.27656616060418276,-2.82275543364228,0.005561535686207495
VAR-p2,TTF_ret,GreenBond_relative.l2,3.1146413676462954,5.708438754491128,0.5456205280639725,0.5863230458060529
VAR-p2,TTF_ret,const,0.005817369470309596,0.01567824938512639,0.37104713207511586,0.7112459595067017
VAR-p2,Brent_ret,EUA_ret.l1,0.009869211535232453,0.10793945459170741,0.09143284605767008,0.9272986219536599
VAR-p2,Brent_ret,TTF_ret.l1,0.02200872008603222,0.06306955337350423,0.3489595043696341,0.7277212494293126
VAR-p2,Brent_ret,Brent_ret.l1,0.08635358892194712,0.1111633424659213,0.7768171323961408,0.43877023231080636
VAR-p2,Brent_ret,Power_ret.l1,-0.09935103949099806,0.2307649887395966,-0.4305290851685881,0.6675704379121798
VAR-p2,Brent_ret,CPI_yoy_change.l1,2.14889541825345,3.42909632260475,0.6266652249130009,0.5320495842989166
VAR-p2,Brent_ret,IP_growth.l1,-0.9571510521638316,0.5428615951056069,-1.763158530265214,0.080377493281211
VAR-p2,Brent_ret,Bund2Y_change.l1,1.8535967333689984,6.075314720137192,0.30510299774678024,0.7608076147798085
VAR-p2,Brent_ret,CISS_change.l1,-0.14836274466568528,0.14885050494126337,-0.9967231533694121,0.32087171714572515
VAR-p2,Brent_ret,GreenEquity_relative.l1,-0.11492528548358635,0.1789756288737979,-0.6421281277610388,0.5219947626159673
VAR-p2,Brent_ret,GreenBond_relative.l1,-0.7733190523390808,4.070756503975184,-0.18996937094712438,0.8496488524598977
VAR-p2,Brent_ret,EUA_ret.l2,0.08444374296264343,0.10465310081967129,0.806891934412428,0.42129898659781717
VAR-p2,Brent_ret,TTF_ret.l2,0.020903601478298457,0.061872235527966404,0.3378510781116027,0.73605605914647
VAR-p2,Brent_ret,Brent_ret.l2,0.1462284382516408,0.13224032636116115,1.1057779595331365,0.2709984407066223
VAR-p2,Brent_ret,Power_ret.l2,0.13604018426875872,0.22551508300174344,0.6032420646015371,0.5474675227411876
VAR-p2,Brent_ret,CPI_yoy_change.l2,-3.662157290457281,3.251289978564161,-1.1263705527965757,0.2622194313083407
VAR-p2,Brent_ret,IP_growth.l2,-0.7034225951515497,0.4429849492620431,-1.587915337357088,0.11489385004696596
VAR-p2,Brent_ret,Bund2Y_change.l2,5.068877138666659,6.462525395192547,0.7843492796852112,0.4343554833064167
VAR-p2,Brent_ret,CISS_change.l2,0.07693411191634003,0.159111943649558,0.48352191640488296,0.6295918937413303
VAR-p2,Brent_ret,GreenEquity_relative.l2,0.06711869057953823,0.19501295407769956,0.3441755492447745,0.7313067901561184
VAR-p2,Brent_ret,GreenBond_relative.l2,1.5834625470043622,4.025147191735296,0.3933924578598354,0.6947162693162929
VAR-p2,Brent_ret,const,-0.0014267121863226601,0.011055082518703966,-0.12905486538963615,0.8975267540059991
VAR-p2,Power_ret,EUA_ret.l1,0.07801623257975653,0.04000844799436912,1.949993976040678,0.05347069217556975
VAR-p2,Power_ret,TTF_ret.l1,-0.010592278445135508,0.02337713263159093,-0.4531042627024977,0.6512784900453268
VAR-p2,Power_ret,Brent_ret.l1,-0.027541149851716035,0.04120340261817238,-0.6684193076707035,0.5051286712217564
VAR-p2,Power_ret,Power_ret.l1,0.22936780159829573,0.08553451641786068,2.681581789482133,0.008342212706935016
VAR-p2,Power_ret,CPI_yoy_change.l1,1.9332519990499808,1.2710164453726498,1.5210283124882542,0.13084034517823587
VAR-p2,Power_ret,IP_growth.l1,0.176901562563556,0.20121511617857973,0.879166366440157,0.3810394309018852
VAR-p2,Power_ret,Bund2Y_change.l1,-0.7077553938719996,2.251854189456945,-0.31429894403717196,0.7538308339389124
VAR-p2,Power_ret,CISS_change.l1,-0.053689990263410384,0.05517239000701454,-0.973131493063547,0.33241345379277676
VAR-p2,Power_ret,GreenEquity_relative.l1,0.10650179647422905,0.06633845952939406,1.6054306540995111,0.11098451415444577
