model_id,variable,statistic,observed,simulated_median,simulated_q05,simulated_q95,posterior_predictive_p_value,note
BVAR-HOM-final-chain1,GreenEquity_relative,minimum,-0.13870985587514095,-0.15908417172785058,-0.21250976080339137,-0.12135316499289131,0.2056,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-HOM-final-chain1,GreenEquity_relative,maximum,0.2253493254113481,0.16279151927751023,0.12447564600117701,0.21708760296068377,0.0307,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-HOM-final-chain1,GreenEquity_relative,max_abs,0.2253493254113481,0.17585257743952168,0.14099043389719046,0.22735432398801547,0.05475,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-HOM-final-chain1,GreenBond_relative,mean,3.4181009029502824e-4,3.3491134304798056e-4,-0.0020278036417453447,0.0027383301458604285,0.49815,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-HOM-final-chain1,GreenBond_relative,sd,0.0029504280148440172,0.012281930315004793,0.01070672275012757,0.014114118122727923,1,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-HOM-final-chain1,GreenBond_relative,skewness,0.9602119413262993,0.0011046443530308044,-0.327451690713832,0.3289595808058727,0,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-HOM-final-chain1,GreenBond_relative,kurtosis,7.567514784546322,2.9015062345016718,2.4393751642759938,3.675658572429558,0,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-HOM-final-chain1,GreenBond_relative,minimum,-0.00809439888309526,-0.031675809421027934,-0.042297212403941215,-0.02410387077682565,0,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-HOM-final-chain1,GreenBond_relative,maximum,0.01323493372330464,0.03229402249151957,0.024822274104408414,0.043182124756618444,1,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-HOM-final-chain1,GreenBond_relative,max_abs,0.01323493372330464,0.03494559127761187,0.027985670417887985,0.04509038950316506,1,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,EUA_ret,mean,0.018037120671753188,0.019773613449717224,-0.006508263266284366,0.04593146855889561,0.54445,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,EUA_ret,sd,0.11292696034115879,0.16152637363783276,0.13581745669944606,0.19673325074731177,0.99975,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,EUA_ret,skewness,-0.3505267463149478,0.0035050697500221837,-0.8620061411692557,0.8597551883903991,0.7812,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,EUA_ret,kurtosis,3.9714158425924206,4.51033721455279,3.0797764755366037,9.23104096939142,0.6756,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,EUA_ret,minimum,-0.3101549283038394,-0.4936401400268876,-0.8445279137255993,-0.32657082300242546,0.0305,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,EUA_ret,maximum,0.357766051521067,0.5327208201704783,0.36589890399097275,0.8873378439794294,0.96,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,EUA_ret,max_abs,0.357766051521067,0.5929724136573982,0.41596860490991305,0.976374263829092,0.99365,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,TTF_ret,mean,0.005885674215512801,1.3159322372845818e-4,-0.042367843924396104,0.04142142018178035,0.40965,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,TTF_ret,sd,0.19081683396910917,0.27354898974465613,0.22608452761470588,0.3385787210730399,0.99955,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,TTF_ret,skewness,0.19326181324543804,0.013302114131746473,-1.0239608440516406,1.0590639312375087,0.37215,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,TTF_ret,kurtosis,4.592058517224699,5.508925803175624,3.711782904398773,10.44975342907384,0.75125,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,TTF_ret,minimum,-0.6514525981468875,-0.933993133653915,-1.538847120570943,-0.6194217458078637,0.07895,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,TTF_ret,maximum,0.6638984339451812,0.9410486508522848,0.6154474742674056,1.565104085720798,0.90885,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,TTF_ret,max_abs,0.6638984339451812,1.0804339727758783,0.7466933557417563,1.71447903015329,0.98835,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Brent_ret,mean,3.71576378684402e-4,0.0027808557588326153,-0.022347253122579125,0.028407227573188715,0.5609,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Brent_ret,sd,0.12098690483484109,0.1588489502446117,0.13076203559045693,0.19949098453745506,0.99155,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Brent_ret,skewness,-1.4702329189713135,-0.011407277848099865,-1.415741429471861,1.3537057863818889,0.9544,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Brent_ret,kurtosis,16.55613647235671,5.7672137249016675,3.559525425076058,14.982069120313946,0.03845,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Brent_ret,minimum,-0.7982438091599007,-0.5505569611543667,-1.0282651250190276,-0.3446986102302192,0.8484,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Brent_ret,maximum,0.49033567422526847,0.5506106803520278,0.35063430675783086,1.03472824042054,0.64025,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Brent_ret,max_abs,0.7982438091599007,0.658313028974124,0.4319547940580971,1.1835436309112588,0.27485,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Power_ret,mean,0.006118773701668439,0.004357216776046559,-0.0073667518553416095,0.016138052271127263,0.40285,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Power_ret,sd,0.056994222538820166,0.07543934646705251,0.061523026189943666,0.09664366355484508,0.98965,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Power_ret,skewness,-0.7596406497303292,-0.02062827311757174,-1.4823858452239094,1.3959622666767386,0.8282,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Power_ret,kurtosis,7.990350694949755,6.410719798453536,3.934881938677575,15.323717245167268,0.3017,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Power_ret,minimum,-0.27912477224405574,-0.2709310272548023,-0.507911891741285,-0.16353500299773885,0.53675,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Power_ret,maximum,0.17926245358338375,0.2733109225160362,0.1735324862422411,0.4977976002392691,0.93485,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Power_ret,max_abs,0.27912477224405574,0.3235641012643508,0.21177609926091662,0.5708688122544102,0.6984,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CPI_yoy_change,mean,1.6666666666666647e-4,1.278760160566558e-4,-6.662869540699774e-4,9.255626505665461e-4,0.46915,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CPI_yoy_change,sd,0.003985989449071821,0.005136139902766393,0.004285718720591308,0.006342257929127829,0.98975,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
