model_id,variable,lag,statistic,p_value,squared_residual,warning
BVAR-HOM-final-chain1,GreenEquity_relative,6,5.3077504934304445,0.5049901087326896,TRUE,
BVAR-HOM-final-chain1,GreenEquity_relative,12,11.464695246568413,0.4895688189951649,TRUE,
BVAR-HOM-final-chain1,GreenBond_relative,6,97.15665166110564,0,TRUE,
BVAR-HOM-final-chain1,GreenBond_relative,12,120.64970937487092,0,TRUE,
BVAR-HOM-final-chain2,EUA_ret,6,10.812435298680672,0.09434922566789838,TRUE,
BVAR-HOM-final-chain2,EUA_ret,12,13.52077728134933,0.33235050437784364,TRUE,
BVAR-HOM-final-chain2,TTF_ret,6,28.415782538090948,7.844639012166699e-5,TRUE,
BVAR-HOM-final-chain2,TTF_ret,12,41.75815715833215,3.657404587642521e-5,TRUE,
BVAR-HOM-final-chain2,Brent_ret,6,1.7665481954618873,0.9398688896819387,TRUE,
BVAR-HOM-final-chain2,Brent_ret,12,2.572714991862924,0.9978822194994065,TRUE,
BVAR-HOM-final-chain2,Power_ret,6,30.988663503172827,2.5475930134910563e-5,TRUE,
BVAR-HOM-final-chain2,Power_ret,12,32.92081808091709,9.959418852911739e-4,TRUE,
BVAR-HOM-final-chain2,CPI_yoy_change,6,17.617305352109344,0.0072632369249836515,TRUE,
BVAR-HOM-final-chain2,CPI_yoy_change,12,54.361098055544836,2.355336040649192e-7,TRUE,
BVAR-HOM-final-chain2,IP_growth,6,92.40155567272986,0,TRUE,
BVAR-HOM-final-chain2,IP_growth,12,93.2180179790123,1.176836406102666e-14,TRUE,
BVAR-HOM-final-chain2,Bund2Y_change,6,53.32467771157126,1.0092722213528305e-9,TRUE,
BVAR-HOM-final-chain2,Bund2Y_change,12,66.10186849126073,1.7044646805075558e-9,TRUE,
BVAR-HOM-final-chain2,CISS_change,6,4.5846586111826015,0.5980739866689336,TRUE,
BVAR-HOM-final-chain2,CISS_change,12,5.426729556105851,0.9421882189913915,TRUE,
BVAR-HOM-final-chain2,GreenEquity_relative,6,5.3147409796867615,0.5041242285749725,TRUE,
BVAR-HOM-final-chain2,GreenEquity_relative,12,11.49488381923803,0.48704913656060045,TRUE,
BVAR-HOM-final-chain2,GreenBond_relative,6,97.39580261789962,0,TRUE,
BVAR-HOM-final-chain2,GreenBond_relative,12,120.99131127478647,0,TRUE,
BVAR-HOM-final-chain3,EUA_ret,6,10.837575260354562,0.09352796358179671,TRUE,
BVAR-HOM-final-chain3,EUA_ret,12,13.57113497530469,0.3289284612863138,TRUE,
BVAR-HOM-final-chain3,TTF_ret,6,28.379832353322957,7.968134043900843e-5,TRUE,
BVAR-HOM-final-chain3,TTF_ret,12,41.74339998660444,3.678340842105943e-5,TRUE,
BVAR-HOM-final-chain3,Brent_ret,6,1.6953863911466802,0.9454768911735443,TRUE,
BVAR-HOM-final-chain3,Brent_ret,12,2.501382152244295,0.9981568740128739,TRUE,
BVAR-HOM-final-chain3,Power_ret,6,30.862985183123133,2.6922632164305682e-5,TRUE,
BVAR-HOM-final-chain3,Power_ret,12,32.775476061662786,0.0010492439838721834,TRUE,
BVAR-HOM-final-chain3,CPI_yoy_change,6,17.823112370762182,0.006689789784179445,TRUE,
BVAR-HOM-final-chain3,CPI_yoy_change,12,54.512412807902265,2.2130185484137144e-7,TRUE,
BVAR-HOM-final-chain3,IP_growth,6,92.3961559668594,0,TRUE,
BVAR-HOM-final-chain3,IP_growth,12,93.21627200557536,1.176836406102666e-14,TRUE,
BVAR-HOM-final-chain3,Bund2Y_change,6,52.97615639601377,1.1863339199891243e-9,TRUE,
BVAR-HOM-final-chain3,Bund2Y_change,12,65.67804788897188,2.042276792124653e-9,TRUE,
BVAR-HOM-final-chain3,CISS_change,6,4.57088519283521,0.5999028413667328,TRUE,
BVAR-HOM-final-chain3,CISS_change,12,5.410222701960575,0.9428566888290113,TRUE,
BVAR-HOM-final-chain3,GreenEquity_relative,6,5.286425839355564,0.5076360967411727,TRUE,
BVAR-HOM-final-chain3,GreenEquity_relative,12,11.452935474990575,0.4905516662943177,TRUE,
BVAR-HOM-final-chain3,GreenBond_relative,6,97.56226398840397,0,TRUE,
BVAR-HOM-final-chain3,GreenBond_relative,12,121.22343708703394,0,TRUE,
BVAR-SV-p1-pilot,EUA_ret,6,5.827021747389818,0.4428437191836866,TRUE,
BVAR-SV-p1-pilot,EUA_ret,12,7.648342512846839,0.8119723150498805,TRUE,
BVAR-SV-p1-pilot,TTF_ret,6,5.745295696033672,0.4523184848123618,TRUE,
BVAR-SV-p1-pilot,TTF_ret,12,11.869917265896216,0.45618258300526005,TRUE,
BVAR-SV-p1-pilot,Brent_ret,6,12.276504325244682,0.056077072647804815,TRUE,
BVAR-SV-p1-pilot,Brent_ret,12,14.784136500529124,0.2534542596557794,TRUE,
BVAR-SV-p1-pilot,Power_ret,6,10.519486444024352,0.10441187026632415,TRUE,
BVAR-SV-p1-pilot,Power_ret,12,24.230072532460696,0.018923593740542866,TRUE,
BVAR-SV-p1-pilot,CPI_yoy_change,6,6.389234632579234,0.3810282540168427,TRUE,
BVAR-SV-p1-pilot,CPI_yoy_change,12,18.586287813083263,0.09901374126844431,TRUE,
BVAR-SV-p1-pilot,IP_growth,6,5.869887042543015,0.43792229043692754,TRUE,
BVAR-SV-p1-pilot,IP_growth,12,12.974388836795535,0.37090496364704695,TRUE,
BVAR-SV-p1-pilot,Bund2Y_change,6,6.765552758867293,0.3430740621459323,TRUE,
BVAR-SV-p1-pilot,Bund2Y_change,12,10.434404821984783,0.5779073028933622,TRUE,
BVAR-SV-p1-pilot,CISS_change,6,7.46195561133397,0.280227912750332,TRUE,
BVAR-SV-p1-pilot,CISS_change,12,13.085965293685051,0.36282345679563943,TRUE,
BVAR-SV-p1-pilot,GreenEquity_relative,6,10.339524551453994,0.11106298686991023,TRUE,
BVAR-SV-p1-pilot,GreenEquity_relative,12,28.229539068424412,0.005119746869293396,TRUE,
BVAR-SV-p1-pilot,GreenBond_relative,6,13.56281353703782,0.034919866754001716,TRUE,
BVAR-SV-p1-pilot,GreenBond_relative,12,21.915430401912936,0.03847864002116008,TRUE,
BVAR-SV-p2-pilot,EUA_ret,6,5.91197744574509,0.4331224096242481,TRUE,
BVAR-SV-p2-pilot,EUA_ret,12,7.248733879792516,0.8407478744426206,TRUE,
BVAR-SV-p2-pilot,TTF_ret,6,5.149906823795115,0.5247353994847926,TRUE,
BVAR-SV-p2-pilot,TTF_ret,12,9.707453754898678,0.6416082495479514,TRUE,
BVAR-SV-p2-pilot,Brent_ret,6,12.584379822138354,0.050131864071492616,TRUE,
BVAR-SV-p2-pilot,Brent_ret,12,15.822012436357578,0.19952490713124726,TRUE,
BVAR-SV-p2-pilot,Power_ret,6,7.92545917830726,0.24361539709240476,TRUE,
BVAR-SV-p2-pilot,Power_ret,12,20.002575796776693,0.06703725315103992,TRUE,
BVAR-SV-p2-pilot,CPI_yoy_change,6,6.1061250651229475,0.4114075874338745,TRUE,
BVAR-SV-p2-pilot,CPI_yoy_change,12,16.95243334688423,0.15139538720490187,TRUE,
BVAR-SV-p2-pilot,IP_growth,6,6.088106483540059,0.41339312217617885,TRUE,
BVAR-SV-p2-pilot,IP_growth,12,14.675260037566998,0.2596776821200051,TRUE,
BVAR-SV-p2-pilot,Bund2Y_change,6,7.499703792214186,0.27709293454636486,TRUE,
BVAR-SV-p2-pilot,Bund2Y_change,12,12.486757779731052,0.40742050813575204,TRUE,
BVAR-SV-p2-pilot,CISS_change,6,6.13730302924801,0.4079865319074115,TRUE,
BVAR-SV-p2-pilot,CISS_change,12,12.33644446439097,0.41905161196175367,TRUE,
BVAR-SV-p2-pilot,GreenEquity_relative,6,12.221132376872877,0.05721356535172195,TRUE,
BVAR-SV-p2-pilot,GreenEquity_relative,12,29.23421855861714,0.003636319621510231,TRUE,
BVAR-SV-p2-pilot,GreenBond_relative,6,12.949306769417355,0.043848059670562156,TRUE,
BVAR-SV-p2-pilot,GreenBond_relative,12,20.14250912559412,0.064437736723995,TRUE,
BVAR-SV-final-chain1,EUA_ret,6,6.099466400912477,0.4121406136798168,TRUE,
BVAR-SV-final-chain1,EUA_ret,12,7.773315204398261,0.8025846740591898,TRUE,
BVAR-SV-final-chain1,TTF_ret,6,5.301739874226328,0.5057352137179221,TRUE,
BVAR-SV-final-chain1,TTF_ret,12,11.204999621569778,0.5114367500644762,TRUE,
BVAR-SV-final-chain1,Brent_ret,6,12.30344739052262,0.05553169661106194,TRUE,
BVAR-SV-final-chain1,Brent_ret,12,15.183601375598075,0.23154907377833422,TRUE,
BVAR-SV-final-chain1,Power_ret,6,9.64445720419969,0.14044541793586418,TRUE,
BVAR-SV-final-chain1,Power_ret,12,22.466928815991675,0.032607927534089254,TRUE,
BVAR-SV-final-chain1,CPI_yoy_change,6,6.548235188043694,0.36465088185643335,TRUE,
BVAR-SV-final-chain1,CPI_yoy_change,12,18.995332563200858,0.08864114924194266,TRUE,
BVAR-SV-final-chain1,IP_growth,6,5.624731750062522,0.46651118274864145,TRUE,
BVAR-SV-final-chain1,IP_growth,12,13.17051902858119,0.356769476675874,TRUE,
BVAR-SV-final-chain1,Bund2Y_change,6,7.19515569129381,0.30317593670215026,TRUE,
BVAR-SV-final-chain1,Bund2Y_change,12,10.724606283741256,0.5526557639213565,TRUE,
BVAR-SV-final-chain1,CISS_change,6,7.58136035356757,0.2704053119169396,TRUE,
BVAR-SV-final-chain1,CISS_change,12,12.825190967232441,0.3818736289812301,TRUE,
BVAR-SV-final-chain1,GreenEquity_relative,6,10.45073153257695,0.10690947540676055,TRUE,
